"ID"	"kmer_coverage"	"bioproject"	"biosample"	"bioproject_title"	"bioproject_description"	"refs"	"sample_acc"	"assay_type"	"center_name"	"experiment"	"sample_name"	"organism"	"longitude"	"latitude"	"selected_location"	"locations"	"disease_source"	"disease_text"	"do_label"	"do_id"	"tissue"	"tissue_source"	"tissue_text"	"bto_id"	"contigs_n50"	"contigs_nbseq"	"contigs_maxlen"	"contigs_sumlen"	"unitigs_n50"	"unitigs_nbseq"	"unitigs_maxlen"	"unitigs_sumlen"	"instrument"	"librarylayout"	"libraryselection"	"librarysource"	"library_name"	"platform"	"sra_study"	"releasedate"	"mbytes"	"avgspotlen"	"mbases"	"biosamplemodel_sam"	"collection_date_sam"	"location_count"	"location_avg_coverage"	"location_max_coverage"	"location_min_coverage"	"location_med_coverage"
"SRR5581496"	"0.748"	"PRJNA387319"	"SAMN07142643"	"Citrus sinensis cultivar:Citrus sinensis cv. 21st century navel orange ,Citrus sinensis cv.zaohong blood orange Raw sequence reads"	"Transcriptomic analysis of blood orange (Citrus sinensis) fruit development and ripening using RNA-Seq revealed genes played important roles in anthocyanin biosynthesis, organic acid and sugar accumulation."	"PMC:5740884,10540311,11641548"	"SRS2213071"	"RNA-Seq"	"SICHUAN ACADEMY OF AGRICULTURE SCIENCES"	"SRX2839619"	"T08"	"Citrus sinensis"	"104.0758"	"30.6719"	"geo_loc_name"	"{""geo_loc_name_sam"": [104.0758, 30.6719], ""geo_loc_name_country_calc"": [""116.38765"", ""39.90657""]}"	""	""	""	""	"fruit"	"tissue"	"fruit flesh"	"BTO_0000486"	"243"	"512547"	"6675"	"53063594"	"40"	"9421000"	"2369"	"402707252"	"HiSeq X Ten"	"PAIRED"	"RANDOM"	"TRANSCRIPTOMIC"	"BO5"	"ILLUMINA"	"SRP107708"	"2017-09-01T00:00:00"	"3203"	"297"	"6847"	"Plant"	""	"17"	"0.72"	"0.75"	"0.56"	"0.75"
"SRR16186786"	"0.748"	"PRJNA768359"	"SAMN22033872"	"The HSV-1 ICP22 protein selectively impairs histone repositioning upon Pol II transcription downstream of genes (ATAC-seq II)"	"Primary human fetal foreskin fibroblasts (HFFF) were infected with wild-type simplex virus 1 (HSV-1) strain F and null-ICP22 mutant at a multiplicity of infection (MOI) of 10. ATAC-seq libraries were prepared starting with 50,000 cells per condition following the protocol described by Buenrostro et al., Nature Methods 2013Overall design: HFFFs were infected with HSV-1 strain F or ICP22-null mutant for 8 or 12 hours. PAA was used at 350 μg/mL during the course of infection. ATAC-seq samples were prepared at the indicated times of infection. Two independent biological replicates were analysed."	"PubMed:37524699"	"SRS10436379"	"ATAC-seq"	"GEO"	"SRX12471398"	"GSM5608539"	"Homo sapiens"	""	""	""	""	"compound"	"herpes simplex"	"herpes simplex"	"DOID_8566"	""	""	""	""	"108"	"6401"	"12927"	"439118"	"35"	"1708848"	"569"	"59393029"	"NextSeq 500"	"PAIRED"	"other"	"GENOMIC"	""	"ILLUMINA"	"SRP339882"	"2023-06-20T00:00:00"	"450"	"72"	"1165"	""	""	"0"	""	""	""	""
"SRR11107182"	"0.748"	"PRJNA607315"	"SAMN14128542"	"Effect of type I interferons against HSV infection in cerebral organoids"	"Administration of recombinant interferons to 3D brain organoid cultures infected with HSV reveals a strong antiviral effect of IFN-alpha against HSVOverall design: Comparison of transcriptomes from HSV infected or MOCK organoids treated with IFN-alpha or IFN-beta or left untreated (6 conditions) at two time points"	"PubMed:33838105"	"SRS6164655"	"RNA-Seq"	"GEO"	"SRX7744853"	"GSM4319160"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"223"	"58446"	"2238"	"8387551"	"50"	"1359423"	"701"	"69312398"	"Illumina HiSeq 2500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP249912"	"2021-04-09T00:00:00"	"241"	"50"	"731"	""	""	"0"	""	""	""	""
"SRR26537787"	"0.748"	"PRJNA338014"	"SAMN37999524"	"viral discovery and whole genome sequencing at University of Washington Virology"	"This is a meta-project to include all sequencing done by the UW Virology NGS group. We are interested in discovering viruses and new organisms through metagenomics across Washington state, the Pacific Northwest, and the world. We are also interested in whole genome sequencing of clinical isolates to better understand transmission and resistance of microbial organisms in humans. If interested in submitting samples and collaborating, please contact Alex Greninger at mailto:agrening@uw.edu."	"PMC:6343335,8115780,9530586;PubMed:30576430,29668933,28711653,28838146,28100494,28935730,28870221,28287142,30383234"	"SRS19294842"	"Targeted-Capture"	"ALEX"	"SRX22240687"	"2018-2543"	"Human alphaherpesvirus 1"	"-122.3321"	"47.6062"	"lat_lon"	"{""geo_loc_name_sam"":[-122.89167,47.03956],""geo_loc_name"":[-122.89167,47.03956],""geo_loc_name_country_calc"":[-77.03196,38.89036]}"	""	""	""	""	""	""	""	""	"267"	"1696"	"1508"	"192741"	"37"	"84930"	"235"	"3351962"	"Illumina MiSeq"	"PAIRED"	"RANDOM PCR"	"GENOMIC"	"2018-2543"	"ILLUMINA"	"SRP111068"	"2023-10-26T00:00:00"	"23"	"383"	"36"	"Pathogen.cl"	"2017-07-01"	"49"	"0.75"	"0.88"	"0.69"	"0.75"
"SRR13484761"	"0.748"	"PRJNA693164"	"SAMN17379075"	"HSV-1 POL3 Machinery-ChIP-Seq"	"MRC5 cells were mock-infected, infected with ICP4 null mutant (n12) for 2 hours or infected with wildtype HSV-1 (KOS) for two, four or six hours at an MOI of 10 PFU/cell. ChIP-seq was performed for POLR3A, BRF1, GTF3C5, TBP, GTF3A, or BRF2. Matched input chromatin was also sequenced. Illumina sequencing was performed using HiSeq2500 to generate 50 SE reads, adaptors are Illumina TruSeq 6 base."	""	"SRS8076540"	"ChIP-Seq"	"UNIVERSITY OF PITTSBURGH"	"SRX9897410"	"HSV-1 POL3 Machinery-ChIP-Seq"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"33"	"78786"	"45365"	"3182354"	"45"	"4603560"	"1739"	"193680838"	"Illumina HiSeq 2500"	"SINGLE"	"ChIP"	"GENOMIC"	"POLR3A_KOS-6h"	"ILLUMINA"	"SRP302395"	"2021-12-06T00:00:00"	"592"	"51"	"1469"	"Viral"	""	"0"	""	""	""	""
"SRR8957140"	"0.748"	"PRJNA535604"	"SAMN11509950"	"High RNA polymerase II occupancy on herpes simplex virus 1 late genes early in infection suggests progression to elongation is a critical switch to trigger late viral gene expression"	"We report the PRO-seq data generated from our analysis of RNA Polymerase II location along the HSV-1 genome at 3 and 6 hpi.  This data set includes analysis of the 3hr time point in cells infected in the presence of cycloheximide and the 6hr time point in cells infected in the presence of  phosphonoacetic acid, flavopiridol and acyclovir.  We have compared the data set to a cytoplasmic mRNA seq data set which is also included.  This consisted of polyadenylated, cytoplasmic RNA analyzed at 3 and 6 hpi post infection. Here we are depositing the results from this analysis providing the raw data sequence files along with our bigwig files produced when aligning it to a concatenated genome file containing the drosophila dm3 genome build, the human hg38 genome build, and the included HSV-1 (F-strain) genome with the external repeat sequences deleted.  This data provides a nucletide-resolution map of RNA Pol II location in all of the described conditions.  By comparing differences between cytoplasmic mRNA production and between Pol II occupancy patterns between samples, we have been able to discern that HSV-1 transcription is a highly regulated process, that involves mechanisms downstream of RNA Pol II recruitment to a HSV-1 promoter region.Overall design: PRO-seq analysis in HSV-1 infected HeP2 cells at 3 hpi with and without cycloheximide, and at 3hpi with and without flavopiridol, phophonoacetic acid, and acyclovir. Cytoplasmic, mRNA transcript levels of HSV-1 gens was gathered by an mRNAseq analysis of HSV-1 polyadenylated, cytoplasmic transcript levels at 3 and 6 hpi.  These levels were then correlated back to Pol II occupancy from the PRO-seq analysis."	"PubMed:31826988"	"SRS4673540"	"OTHER"	"GEO"	"SRX5736714"	"GSM3736436"	"Drosophila melanogaster"	""	""	""	""	""	""	""	""	""	""	""	""	"42"	"867175"	"3358"	"45465343"	"35"	"17848703"	"574"	"698780390"	"NextSeq 500"	"SINGLE"	"other"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP193891"	"2019-12-05T00:00:00"	"1589"	"76"	"4508"	""	""	"0"	""	""	""	""
"SRR1106669"	"0.748"	"PRJNA61367"	"SAMN02582465"	"Broad miscellaneous virus genome sequencing project"	"This project was created to facilitate virus data submission by the Broad Institute and should be used when the virus being sequenced does not fit into a larger ""effort driven"" project."	""	"SRS529064"	"WGS"	"BI"	"SRX425420"	"PRJNA32415.HSV2-JA7"	"Viruses"	""	""	""	""	""	""	""	""	""	""	""	""	"34"	"802344"	"4040"	"32431348"	"39"	"13183808"	"687"	"563507475"	"Illumina HiSeq 2000"	"PAIRED"	"RANDOM"	"GENOMIC"	"Pond-230536"	"ILLUMINA"	"SRP007368"	"2014-01-12T00:00:00"	"2176"	"202"	"3705"	""	""	"0"	""	""	""	""
"SRR9594103"	"0.748"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359733"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"165"	"1463706"	"2886"	"157341411"	"73"	"8659414"	"614"	"480883712"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"LS-Rosco-11rep"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"774"	"502"	"1324"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR11116170"	"0.748"	"PRJNA607567"	"SAMN14138459"	"Myogenic Progenitor Cell Lineage Specification by CRISPR/Cas9-based Transcriptional Activators"	"Engineered CRISPR/Cas9-based transcriptional activators can potently and specifically activate endogenous fate-determining genes to direct differentiation of pluripotent stem cells. Here, we demonstrate that endogenous activation of the PAX7 transcription factor results in stable epigenetic remodeling and directly reprograms human pluripotent stem cells into skeletal myoblast progenitor cells. Compared to the exogenous overexpression of PAX7 cDNA, we find that endogenous activation results in the generation of more proliferative myogenic progenitors that can maintain PAX7 expression over multiple passages in serum-free conditions while preserving the capacity for terminal myogenic differentiation. Transplantation of human myogenic progenitors derived from endogenous activation of PAX7 into immunodeficient mice resulted in a greater number of human dystrophin+ myofibers compared to exogenous PAX7 overexpression. RNA-seq analysis also revealed transcriptome-wide differences between myogenic progenitors generated via CRISPR-based endogenous activation of PAX7 and exogenous PAX7 cDNA overexpression. These studies demonstrate the utility of CRISPR/Cas9-based transcriptional activators for progenitor cell specification and their potential for regenerative medicine.Overall design: Transcriptional profiling of differentiated human iPSCs that had been treated with either PAX7-targeting gRNA only, VP64dCas9VP64 with gRNA, cDNA encoding PAX7-A isoform, or cDNA encoding PAX7-B isoform at day 14 of differentiation."	"PubMed:32330446"	"SRS6172464"	"RNA-Seq"	"GEO"	"SRX7753173"	"GSM4321678"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"293"	"945107"	"8587"	"113434820"	"43"	"12720614"	"2359"	"575479988"	"Illumina HiSeq 4000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP250046"	"2020-04-14T00:00:00"	"1970"	"300"	"6497"	""	""	"0"	""	""	""	""
"SRR9594111"	"0.748"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359725"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"32"	"396458"	"1282"	"14351817"	"37"	"6458923"	"435"	"258735066"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"LS-CTRL-EXP2-3"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"748"	"160"	"1565"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR6442154"	"0.748"	"PRJNA428277"	"SAMN08286882"	"Different development stages of Eimeria maxima precocious line and wild type Transcriptome"	"Transcriptome of Eimeria maxima precocious line"	""	"SRS2808789"	"RNA-Seq"	"CHINA AGRICULTURAL UNIVERSITY"	"SRX3533355"	"EMPLMZ18010302"	"Eimeria maxima"	"116.38765"	"39.90657"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [116.38765, 39.90657], ""geo_loc_name"": [""116.38765"", ""39.90657""]}"	""	""	""	""	""	""	""	""	"142"	"884669"	"8588"	"63599887"	"38"	"8699789"	"2395"	"367407869"	"HiSeq X Ten"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"EMPLMZ18010302"	"ILLUMINA"	"SRP128073"	"2019-02-01T00:00:00"	"2966"	"300"	"7069"	"Invertebrate"	"2017-06-05"	"46"	"0.68"	"0.76"	"0.5"	"0.72"
"SRR9593995"	"0.748"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"RNA-Seq"	"UCL"	"SRX6359841"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"286"	"25651"	"5582"	"3645624"	"41"	"2365211"	"628"	"95908585"	"NextSeq 550"	"PAIRED"	"cDNA"	"VIRAL RNA"	"ROSCO_EXP1"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"553"	"42"	"1241"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR8288199"	"0.748"	"PRJNA508787"	"SAMN10530957"	"ChIP-Seq of HSV-1 Productive Infection"	"MRC5 cells were infected with HSV-1 (KOS) at an MOI of 10 PFU/cell for two, three, four or six hours and ChIP-Seq for Sp1, TBP, TAF1, and Pol II was performed. Illumina libraries were constructed for the IP and input material. Illumina sequencing was carried out at Tufts University Core Facility using HiSeq 2500 to generate 50 bp single-end reads."	""	"SRS4113092"	"ChIP-Seq"	"UNIVERSITY OF PITTSBURGH"	"SRX5102889"	"Time Course"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"32"	"154842"	"36004"	"5731614"	"47"	"8745827"	"823"	"374353304"	"Illumina HiSeq 2500"	"SINGLE"	"ChIP"	"GENOMIC"	"KOS4h_Input"	"ILLUMINA"	"SRP172780"	"2019-02-11T00:00:00"	"713"	"51"	"2025"	"Viral"	""	"0"	""	""	""	""
"SRR9594013"	"0.748"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359823"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"184"	"269082"	"3090"	"30981186"	"68"	"1489422"	"559"	"84961332"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"LS-ctrl-2"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"124"	"502"	"226"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR10176080"	"0.748"	"PRJNA553559"	"SAMN12238365"	"ATAC-Seq of WT (KOS) and ICP4 null (n12) HSV-1 Productive Infection in MRC5 cells"	"MRC5 cells were mock-infected or infected with WT (KOS) or ICP4-null (n12) HSV-1 at an MOI of 10 PFU/cell. WT samples were harvested after two hours. Mock and n12 infected cells were harvested after four hours. ATAC-Seq was performed on 1E+6 cells which were isolated and tagmented using the Nextera DNA library prep kit. Illumina sequencing was carried out at Tufts University Core Facility using HiSeq 2500 to generate 50 bp single-end reads."	""	"SRS5078954"	"ATAC-seq"	"UNIVERSITY OF PITTSBURGH"	"SRX6897483"	"ATAC-Seq"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"252"	"284030"	"6988"	"36438438"	"58"	"5039905"	"1520"	"269398517"	"NextSeq 550"	"PAIRED"	"other"	"GENOMIC"	"n12_4h"	"ILLUMINA"	"SRP213905"	"2019-10-23T00:00:00"	"983"	"152"	"2568"	"Viral"	""	"0"	""	""	""	""
"SRR12097513"	"0.748"	"PRJNA642097"	"SAMN15376465"	"Saccharomyces cerevisiae transcriptome"	"Saccharomyces cerevisiae transcriptome for different stresses conditions (including high ethanol, high temperature, ethanol and heat, high glucose, high NaCl )"	"PMC:8783499"	"SRS6910853"	"RNA-Seq"	"SICHUAN UNIVERSITY"	"SRX8622938"	"ETE1"	"Saccharomyces cerevisiae"	"104.0758"	"30.6719"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [116.38765, 39.90657], ""geo_loc_name"": [""104.0758"", ""30.6719""]}"	""	""	""	""	""	""	""	""	"43"	"764844"	"3205"	"37997013"	"36"	"6061410"	"1366"	"236249870"	"Illumina NovaSeq 6000"	"PAIRED"	"PCR"	"TRANSCRIPTOMIC"	"ETE1"	"ILLUMINA"	"SRP268918"	"2020-06-28T00:00:00"	"2266"	"302"	"7799"	"Microbe, viral or environmental"	"2019-10-01"	"17"	"0.72"	"0.75"	"0.56"	"0.75"
"SRR9661180"	"0.748"	"PRJNA553555"	"SAMN12238332"	"GTF ChIP-Seq of WT (KOS) and ICP4 null (n12) HSV-1 Productive Infection in MRC5 cells"	"MRC5 cells were infected with WT (KOS) or ICP4-null HSV-1 (n12) at an MOI of 10 PFU/cell for 2.5 hours and ChIP-Seq for ICP4, Pol II, TBP, Sp1, Med1, and Med23 was performed. Illumina libraries were constructed for the IP and input material. Illumina sequencing was carried out at Tufts University Core Facility using HiSeq 2500 to generate 50 bp single-end reads."	""	"SRS5078939"	"ChIP-Seq"	"UNIVERSITY OF PITTSBURGH"	"SRX6422108"	"ICP4 null  mutant"	"Human alphaherpesvirus 1"	""	""	""	""	""	""	""	""	""	""	""	""	"43"	"368057"	"19530"	"20424659"	"46"	"8436265"	"2092"	"363153064"	"Illumina HiSeq 2500"	"SINGLE"	"ChIP"	"GENOMIC"	"KOS_2.5h-ICP4"	"ILLUMINA"	"SRP213903"	"2019-10-23T00:00:00"	"802"	"51"	"1872"	"Viral"	""	"0"	""	""	""	""
"SRR9593980"	"0.748"	"PRJNA550980"	"SAMN12136325"	"Chromatin dynamics and the transcriptional competence of HSV-1 genomes"	"Profiling of HSV-1 transcription and chromatin status during productive infections"	""	"SRS5022219"	"MNase-Seq"	"UCL"	"SRX6359856"	"HSV-1"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name_sam"	"{""geo_loc_name_country_calc"": [-77.03196, 38.89036], ""geo_loc_name"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"188"	"1703137"	"2849"	"188008785"	"77"	"8050950"	"1217"	"471856497"	"NextSeq 550"	"PAIRED"	"MNase"	"GENOMIC"	"LS-Chx-7"	"ILLUMINA"	"SRP211927"	"2019-06-25T00:00:00"	"696"	"502"	"1278"	"Viral"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR15276739"	"0.748"	"PRJNA750320"	"SAMN20448230"	"Chromatin-mediated alternative splicing regulates cocaine reward behavior"	"Neuronal alternative splicing is a key gene regulatory mechanism in brain. Yet the spliceosome machinery is insufficient to fully specify splicing complexity. In considering the role of the epigenome in activity-dependent alternative splicing, we and others find the histone modification, H3K36me3, to be a putative splicing regulator. In the current study, we found that mouse cocaine self-administration caused widespread differential alternative splicing, concomitant with enrichment of H3K36me3 at differentially spliced junctions. Importantly, only targeted epigenetic editing can distinguish between a direct role of H3K36me3 in splicing and an indirect role via regulation of splice factor expression elsewhere on the genome. We targeted Srsf11, which was both alternatively spliced and H3K36me3 enriched in brain following cocaine self-administration.Results: Epigenetic editing of H3K36me3 at Srsf11 was sufficient to drive its alternative splicing and enhanced cocaine self-administration, establishing the direct causal relevance of H3K36me3 to alternative splicing of Srsf11 and to reward behavior.Overall design: H3K36me3 ChIP-seq identified H3K36me3 enrichment at splice junctions (N=3) in cocaine samples. H3K36me3 Cut&Run-seq (N=6) of dCas9-SET2-sgRNA transfected N2a cells confirmed increased H3K36me3 enrichment in Srsf11 splice junction. Alternative splicing analysis of dCas9-Set2-Srsf11 targeted NAc (N=4) identified its alternative splicing profile. H3K36me3 ChIP-seq (N=3) and RNA-seq (N=3) in HSV-Set2 transfected NAc assessed how H3K36me3 regulated alternative splicing globally in NAc."	""	"SRS9614783"	"RNA-Seq"	"GEO"	"SRX11581703"	"GSM5481797"	"Mus musculus"	""	""	""	""	""	""	""	""	""	""	""	""	"40"	"750297"	"3392"	"37067393"	"64"	"12929722"	"1757"	"696299391"	"Illumina HiSeq 4000"	"PAIRED"	"cDNA"	"GENOMIC"	""	"ILLUMINA"	"SRP330185"	"2021-08-01T00:00:00"	"1116"	"152"	"3034"	""	""	"0"	""	""	""	""
"SRR11107183"	"0.748"	"PRJNA607315"	"SAMN14128541"	"Effect of type I interferons against HSV infection in cerebral organoids"	"Administration of recombinant interferons to 3D brain organoid cultures infected with HSV reveals a strong antiviral effect of IFN-alpha against HSVOverall design: Comparison of transcriptomes from HSV infected or MOCK organoids treated with IFN-alpha or IFN-beta or left untreated (6 conditions) at two time points"	"PubMed:33838105"	"SRS6164656"	"RNA-Seq"	"GEO"	"SRX7744854"	"GSM4319161"	"Homo sapiens"	""	""	""	""	""	""	""	""	""	""	""	""	"276"	"34298"	"3254"	"7526920"	"50"	"1350060"	"800"	"69058189"	"Illumina HiSeq 2500"	"SINGLE"	"cDNA"	"TRANSCRIPTOMIC"	""	"ILLUMINA"	"SRP249912"	"2021-04-09T00:00:00"	"240"	"50"	"730"	""	""	"0"	""	""	""	""
"ERR10992737"	"0.748"	"PRJEB60497"	"SAMEA112758748"	"Herpes Simplex Virus disrupts the HIF transcription network to block a potent innate antiviral program"	"During virus infections, nucleic acids are sensed by pattern recognition receptors of the innate immune system to induce the type I (IFN) response. In addition, virus infections alter multiple cellular processes, which may also induce host defense. We performed transcriptome analysis of disrupted cellular transcripts in herpes simplex virus (HSV)-infected cells, and found that HSV infection down-regulates the hypoxia-inducible factor (HIF) transcription network in permissive cells of neuronal and epithelial origin. Importantly, HIF1A activation induced antiviral activity against HSV in neuronal cell lines and human stem cell-derived neurons, and blocked replication of a panel of neurotropic viruses. At the mechanistic level, HIF1A exerts antiviral activity through induction of autophagy and IFN regulatory factor 1-dependent expression of antiviral genes. Finally, mice with neuron-specific deficiency of HIF1A/2A exhibited elevated viral load and inflammatory responses in the CNS after HSV2 infection. Collectively, HIF1A senses a virus-induced stress signal to induce cell-intrinsic antiviral responses and limit inflammation."	"PMC:10915869"	"ERS14753438"	"RNA-Seq"	"AARHUS UNIVERSITY"	"ERX10429683"	"SAMEA112758748"	"Homo sapiens"	"10.21195"	"56.15661"	"INSDC center name"	""	""	""	""	""	""	""	""	""	"421"	"184387"	"5512"	"29630283"	"51"	"2769316"	"1638"	"138577490"	"Illumina NovaSeq 6000"	"PAIRED"	"cDNA"	"TRANSCRIPTOMIC"	"KAPPA mRNA HyperPrep Kit"	"ILLUMINA"	"ERP145563"	"2023-09-01T00:00:00"	"758"	"102"	"2549"	""	""	"54"	"0.75"	"0.93"	"0.52"	"0.75"
"SRR8114562"	"0.748"	"PRJNA338014"	"SAMN10330609"	"viral discovery and whole genome sequencing at University of Washington Virology"	"This is a meta-project to include all sequencing done by the UW Virology NGS group. We are interested in discovering viruses and new organisms through metagenomics across Washington state, the Pacific Northwest, and the world. We are also interested in whole genome sequencing of clinical isolates to better understand transmission and resistance of microbial organisms in humans. If interested in submitting samples and collaborating, please contact Alex Greninger at mailto:agrening@uw.edu."	"PMC:6343335,8115780,9530586;PubMed:30576430,29668933,28711653,28838146,28100494,28935730,28870221,28287142,30383234"	"SRS3984974"	"WGS"	"UNIVERSITY OF WASHINGTON"	"SRX4940983"	"2009-29406"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name"	"{""geo_loc_name_sam"": [-77.03196, 38.89036], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"372"	"1392"	"30227"	"333906"	"66"	"12773"	"1304"	"860998"	"Illumina MiSeq"	"PAIRED"	"unspecified"	"GENOMIC"	"2009-29406"	"ILLUMINA"	"SRP111068"	"2019-01-02T00:00:00"	"17"	"365"	"58"	"Pathogen.cl"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
"SRR26537764"	"0.748"	"PRJNA338014"	"SAMN37999545"	"viral discovery and whole genome sequencing at University of Washington Virology"	"This is a meta-project to include all sequencing done by the UW Virology NGS group. We are interested in discovering viruses and new organisms through metagenomics across Washington state, the Pacific Northwest, and the world. We are also interested in whole genome sequencing of clinical isolates to better understand transmission and resistance of microbial organisms in humans. If interested in submitting samples and collaborating, please contact Alex Greninger at mailto:agrening@uw.edu."	"PMC:6343335,8115780,9530586;PubMed:30576430,29668933,28711653,28838146,28100494,28935730,28870221,28287142,30383234"	"SRS19294864"	"Targeted-Capture"	"ALEX"	"SRX22240710"	"2018-2512"	"Human alphaherpesvirus 1"	"-122.3321"	"47.6062"	"lat_lon"	"{""geo_loc_name_sam"": [-122.89167, 47.03956], ""geo_loc_name"": [-122.89167, 47.03956], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"3478"	"209"	"15623"	"141977"	"45"	"18562"	"271"	"832672"	"Illumina MiSeq"	"PAIRED"	"RANDOM PCR"	"GENOMIC"	"2018-2512"	"ILLUMINA"	"SRP111068"	"2023-10-26T00:00:00"	"9"	"301"	"15"	"Pathogen.cl"	"2017-07-01"	"49"	"0.75"	"0.88"	"0.69"	"0.75"
"SRR8114660"	"0.748"	"PRJNA338014"	"SAMN10330551"	"viral discovery and whole genome sequencing at University of Washington Virology"	"This is a meta-project to include all sequencing done by the UW Virology NGS group. We are interested in discovering viruses and new organisms through metagenomics across Washington state, the Pacific Northwest, and the world. We are also interested in whole genome sequencing of clinical isolates to better understand transmission and resistance of microbial organisms in humans. If interested in submitting samples and collaborating, please contact Alex Greninger at mailto:agrening@uw.edu."	"PMC:6343335,8115780,9530586;PubMed:30576430,29668933,28711653,28838146,28100494,28935730,28870221,28287142,30383234"	"SRS3984876"	"WGS"	"UNIVERSITY OF WASHINGTON"	"SRX4940885"	"2011-31164"	"Human alphaherpesvirus 1"	"-77.03196"	"38.89036"	"geo_loc_name"	"{""geo_loc_name_sam"": [-77.03196, 38.89036], ""geo_loc_name_country_calc"": [""-77.03196"", ""38.89036""]}"	""	""	""	""	""	""	""	""	"61"	"6449"	"858"	"392703"	"50"	"318104"	"535"	"13819270"	"Illumina MiSeq"	"PAIRED"	"unspecified"	"GENOMIC"	"2011-31164"	"ILLUMINA"	"SRP111068"	"2019-01-02T00:00:00"	"346"	"339"	"765"	"Pathogen.cl"	""	"262"	"0.75"	"1"	"0.5"	"0.75"
